22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92
31,21.7,15.5,11.4,8.5,6.4,4.9,3.8,3,2.3,1.9,1.5,1.2,1,0.8,0.7,0.5,0.5,0.4,0.3,0.3,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436.3,305.8,219.5,161.6,120.4,91.2,69.6,54,42.3,33.4,26.6,21.3,17.3,14.1,11.5,9.5,7.9,6.6,5.5,4.7,4,3.4,2.9,2.5,2.1,1.8,1.6,1.4,1.3,1.1,0.9,0.8,0.7,0.6,0.6,0.5,0.5,0.4,0.4,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0
2509,1272.3,1233,892,655,487,366,279,214,140.8,112.2,90.1,73.1,59.6,48.9,40.4,33.6,28.1,23.6,19.9,16.9,14.4,12.3,10.6,9.1,7.9,6.9,6,5.4,4.6,4,3.6,3.2,2.8,2.5,2.2,2,1.8,1.6,1.4,1.3,1.1,1,0.9,0.8,0.8,0.7,0.6,0.6,0.5,0.5,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1
5967,3313,3064,2257,1684,1268,963,745,578,370.8,295.9,237.9,193.1,157.7,129.4,107.1,89.1,74.5,62.8,53,45,38.4,32.9,28.3,24.4,21.2,18.4,16.1,14.4,12.3,10.9,9.6,8.5,7.5,6.7,5.9,5.3,4.7,4.2,3.8,3.4,3.1,2.8,2.5,2.3,2.1,1.9,1.7,1.6,1.4,1.3,1.2,1.1,1,0.9,0.8,0.8,0.7,0.7,0.6,0.6,0.5,0.5,0.5,0.4,0.4,0.4,0.3,0.3,0.3,0.3
11000,6747.4,5868,4393,3314,2531,1947,1510,1188,762.7,609.4,490.5,398.4,325.7,267.4,221.7,184.4,154.4,130.1,110,93.5,79.8,68.4,58.9,50.9,44.1,38.4,33.5,30.1,25.8,22.7,20,17.7,15.7,14,12.5,11.1,9.9,8.9,8,7.2,6.5,5.9,5.3,4.8,4.4,4,3.6,3.3,3,2.8,2.5,2.3,2.1,2,1.8,1.7,1.5,1.4,1.3,1.2,1.1,1,1,0.9,0.8,0.8,0.7,0.7,0.6,0.6
17960,11825.5,9902,7495,5786,4451,3457,2714,2147,1348.7,1078.4,868.8,706.3,577.9,474.9,393.9,327.9,274.8,231.8,196.1,166.8,142.4,122.1,105.2,91,79,68.7,60,53.9,46.2,40.7,35.9,31.8,28.2,25.1,22.4,20,17.9,16.1,14.4,13,11.7,10.6,9.6,8.7,7.9,7.2,6.5,6,5.4,5,4.6,4.2,3.8,3.5,3.3,3,2.8,2.6,2.4,2.2,2,1.9,1.7,1.6,1.5,1.4,1.3,1.2,1.1,1.1
24830,18739,14000,10740,8344,6496,5069,4022,3205,2154.3,1724,1390,1130.9,926,761.5,632,526.5,441.6,372.6,315.4,268.5,229.4,196.8,169.7,146.7,127.5,110.9,97,87.1,74.7,65.8,58.2,51.5,45.7,40.7,36.3,32.5,29,26.1,23.4,21.1,19,17.2,15.6,14.1,12.8,11.7,10.6,9.7,8.9,8.1,7.4,6.8,6.3,5.8,5.3,4.9,4.5,4.2,3.9,3.6,3.3,3.1,2.9,2.7,2.5,2.3,2.1,2,1.9,1.7
1756,1266.4,18740,14500,11300,8877,6961,5601,4476,3199.8,2562.7,2067.6,1683.4,1379.3,1135,942.7,785.8,659.4,556.7,471.5,401.5,343.3,294.7,254.1,219.9,191.1,166.4,145.5,130.8,112.2,98.9,87.4,77.5,68.8,61.3,54.7,48.9,43.8,39.3,35.3,31.8,28.7,26,23.5,21.3,19.4,17.6,16.1,14.7,13.4,12.3,11.3,10.3,9.5,8.7,8.1,7.4,6.9,6.3,5.9,5.4,5,4.7,4.3,4,3.8,3.5,3.3,3,2.8,2.7
2490,1953.8,1344,1021,13860,10910,8647,6941,5620,4501.2,3607.4,2912.5,2372.8,1945.4,1601.7,1331.1,1110.2,932.1,787.4,667.2,568.5,486.3,417.6,360.3,311.9,271.2,236.3,206.7,185.8,159.4,140.7,124.4,110.3,98,87.3,77.9,69.7,62.4,56,50.4,45.4,41,37.1,33.6,30.5,27.7,25.2,23,21,19.2,17.6,16.1,14.8,13.6,12.5,11.6,10.7,9.8,9.1,8.4,7.8,7.2,6.7,6.2,5.8,5.4,5,4.7,4.4,4.1,3.8
3845,2862.2,1541,1178,917,715,9190,7463,7463,6070.7,4868.3,3932.9,3206,2630,2166.6,1801.5,1503.3,1262.8,1067.3,904.8,771.3,660.1,567.1,489.5,424,368.7,321.4,281.2,252.9,217.1,191.7,169.5,150.4,133.6,119.1,106.3,95.1,85.2,76.5,68.8,62.1,56,50.7,46,41.7,37.9,34.5,31.5,28.8,26.3,24.1,22.1,20.3,18.7,17.2,15.8,14.6,13.5,12.5,11.6,10.7,9.9,9.2,8.6,8,7.4,6.9,6.4,6,5.6,5.2
5429,4023.5,2884,2166,1647,1269,983,775,608,7917.6,6353.2,5135.4,4188.6,3437.9,2833.6,2357.2,1968,1654,1398.5,1186.1,1011.5,866.1,744.4,642.8,556.9,484.5,422.5,369.8,332.6,285.7,252.3,223.2,198.1,176.1,157,140.2,125.4,112.4,101,90.8,82,74,67,60.8,55.1,50.1,45.7,41.7,38.1,34.8,31.9,29.3,26.9,24.7,22.8,21,19.4,17.9,16.6,15.3,14.2,13.2,12.2,11.4,10.6,9.9,9.2,8.6,8,7.5,7
7643.2,5468.6,4121,3105,2364,1818,1411,1110,880,677.7,546.5,443.9,5324.5,4372.4,3605.7,3000.9,2506.6,2107.5,1782.7,1512.6,1290.5,1105.4,950.4,821,711.6,619.3,540.2,473,425.6,365.6,323,285.8,253.7,225.6,201.3,179.8,160.9,144.2,129.6,116.6,105.2,95,86.1,78.1,70.9,64.5,58.7,53.6,49,44.8,41.1,37.7,34.6,31.9,29.3,27.1,25,23.1,21.4,19.8,18.3,17,15.8,14.7,13.6,12.7,11.8,11.1,10.3,9.6,9
9720,7227.6,5368,4040,3081,2379,1848,1453,1152,895.6,722.3,586.7,480.8,396.4,4485,3734.3,3120.6,2624.8,2221.2,1885.4,1609.1,1378.8,1185.9,1024.8,888.5,773.6,675,591.2,532,457.3,404.1,357.7,317.6,282.5,252.1,225.2,201.6,180.7,162.5,146.2,132,119.2,108,98,89,80.9,73.7,67.3,61.5,56.3,51.6,47.4,43.6,40.1,36.9,34.1,31.4,29.1,26.9,24.9,23.1,21.4,19.9,18.5,17.2,16,14.9,13.9,13,12.2,11.4
12700,9329.7,7034,5379,4112,3188,2484,1959,1558,1156.1,932.4,757.4,620.6,511.7,423.7,353.9,296.7,3207.1,2715,2305.3,1968.3,1687.1,1451.6,1254.8,1088.3,947.8,827.2,724.8,652.4,561,495.8,439,389.9,346.9,309.7,276.7,247.7,222.1,199.8,179.8,162.4,146.7,133,120.7,109.6,99.7,90.8,83,75.8,69.4,63.7,58.4,53.7,49.4,45.5,42,38.8,35.9,33.2,30.7,28.5,26.5,24.6,22.8,21.3,19.8,18.5,17.2,16.1,15,14.1
14970,11803.2,8468,6527,5007,3902,3041,2405,1917,1462.7,1179.6,958.2,785.2,647.4,536,447.8,375.4,316.8,268.9,2773.1,2368.4,2030.8,1747.8,1511.3,1311.2,1142.3,997.3,874,786.9,676.8,598.4,530,470.8,419,374.1,334.3,299.4,268.6,241.6,217.4,196.4,177.5,160.9,146.1,132.6,120.7,110,100.5,91.9,84.1,77.2,70.9,65.1,60,55.3,51,47.1,43.5,40.3,37.3,34.6,32.1,29.9,27.7,25.8,24.1,22.4,21,19.6,18.3,17.1
18330,14675.2,10600,8198,6377,4950,3888,3079,2459,1818.6,1466.6,1191.3,976.3,804.9,666.4,556.7,466.7,393.8,334.3,284.6,243.6,209.3,2075,1794.7,1557.5,1357.3,1185.3,1039,935.7,805.1,712,630.7,560.5,498.8,445.5,398.3,356.8,320.1,288,259.2,234.3,211.7,192,174.3,158.3,144.1,131.4,120,109.7,100.5,92.2,84.7,77.8,71.7,66.1,61,56.3,52.1,48.2,44.6,41.4,38.5,35.8,33.2,30.9,28.8,26.9,25.1,23.4,21.9,20.5
20570,17971.9,12100,9367,7366,5750,4522,3596,2876,2227.1,1796.1,1459,1195.6,985.8,816.1,681.8,571.6,482.3,409.4,348.5,298.3,256.3,221.1,191.5,1827.5,1592.9,1391.5,1220.1,1099,945.8,836.6,741.3,658.9,586.6,524,468.5,419.8,376.7,339,305.3,275.9,249.4,226.2,205.4,186.6,169.9,154.9,141.5,129.4,118.6,108.8,99.9,91.9,84.6,78,72,66.5,61.5,56.9,52.7,49,45.4,42.3,39.3,36.6,34.1,31.8,29.7,27.7,25.9,24.3
22270,19000,13270,10370,8155,6453,5070,4049,3247,2691.4,2170.5,1763.1,1444.8,1191.2,986.3,823.9,690.8,582.8,494.7,421.2,360.5,309.8,267.2,231.5,201.2,175.6,153.6,1417.2,1276.8,1099.2,972.5,861.9,766.3,682.3,609.7,545.2,488.6,438.5,394.8,355.5,321.4,290.6,263.6,239.3,217.5,198,180.6,165,151,138.3,126.9,116.6,107.2,98.8,91.1,84.1,77.7,71.9,66.5,61.6,57.2,53.1,49.4,45.9,42.8,39.9,37.2,34.7,32.4,30.3,28.4
26880,20000,15830,12350,9710,7682,6091,4887,4109,3214.4,2592.3,2105.7,1725.6,1422.7,1177.9,984,825,696.1,590.9,503,430.6,370,319.1,276.5,240.3,209.8,183.5,161.1,145.3,125.2,1119.7,992.6,882.6,786,702.5,628.4,563.2,505.6,455.2,410,370.7,335.3,304.2,276.2,251.1,228.7,208.5,190.6,174.4,159.8,146.7,134.8,123.9,114.2,105.3,97.2,89.8,83.1,77,71.3,66.2,61.5,57.2,53.1,49.5,46.2,43.1,40.2,37.6,35.1,32.9
30340,22000,18160,14310,11350,9007,7163,5771,4685,3799,3063.8,2488.7,2039.4,1681.5,1392.1,1163,975,822.7,698.3,594.5,508.9,437.3,377.1,326.7,284,247.9,216.8,190.4,171.7,148,131,116.3,1007.9,897.8,802.5,718,643.7,577.9,520.5,468.9,424,383.5,348,316.1,287.3,261.7,238.7,218.3,199.7,183,168,154.4,142,130.8,120.7,111.4,103,95.3,88.3,81.8,76,70.5,65.6,61,56.8,53,49.4,46.2,43.1,40.3,37.8
28420,24000,19500,15380,12200,9724,7754,6250,5068,4447.9,3587.1,2913.8,2387.7,1968.7,1629.9,1361.6,1141.6,963.2,817.6,696.1,595.8,511.9,441.5,382.6,332.5,290.3,253.9,222.9,201,173.2,153.4,136.1,121.1,107.9,96.5,814.1,730,655.5,590.5,532,481.2,435.3,395,358.9,326.3,297.3,271.2,248,227,208,191,175.5,161.5,148.8,137.2,126.7,117.2,108.4,100.4,93.1,86.5,80.3,74.7,69.4,64.7,60.4,56.3,52.6,49.1,46,43.1
3318,23000,21190,16740,13370,10670,8557,6930,5627,5163.7,4164.4,3382.8,2772,2285.6,1892.3,1580.8,1325.3,1118.3,949.2,808.1,691.7,594.3,512.6,444.1,386.1,337,294.8,258.8,233.3,201.1,178.1,158,140.6,125.3,112.1,100.3,90,738.4,665.2,599.5,542.3,490.7,445.4,404.7,368,335.3,305.9,279.8,256.1,234.8,215.5,198.1,182.3,168,155,143.1,132.3,122.5,113.5,105.2,97.7,90.7,84.4,78.5,73.1,68.3,63.7,59.5,55.6,52,48.7
3646,3500,19920,18160,14470,11630,9370,7617,6206,5949,4797.8,3897.2,3193.6,2633.1,2180,1821.2,1526.8,1288.3,1093.5,931,796.9,684.7,590.6,511.7,444.8,388.2,339.6,298.1,268.8,231.7,205.2,182,162,144.4,129.1,115.6,103.7,93.1,83.9,75.6,607.3,549.6,498.9,453.4,412.4,375.8,342.9,313.7,287.2,263.3,241.7,222.3,204.5,188.5,173.9,160.6,148.5,137.5,127.4,118.1,109.7,101.9,94.8,88.2,82.2,76.7,71.6,66.9,62.5,58.4,54.8
4256,4000,2612,18670,16730,13430,10840,8836,7215,6806.1,5489,4458.7,3653.7,3012.5,2494.1,2083.6,1746.8,1473.9,1251.1,1065.1,911.7,783.4,675.6,585.4,508.9,444.2,388.5,341.1,307.6,265.1,234.8,208.3,185.3,165.2,147.7,132.2,118.6,106.5,96,86.5,78.3,70.8,555.7,505.1,459.5,418.7,382.2,349.6,320.1,293.5,269.6,247.9,228.1,210.3,194,179.2,165.8,153.5,142.2,131.8,122.5,113.8,105.9,98.5,91.8,85.7,79.9,74.7,69.8,65.3,61.2
4673,4400,2897,2317,15610,14440,11560,9473,7767,7737.4,6240.1,5068.8,4153.6,3424.7,2835.4,2368.7,1985.8,1675.6,1422.3,1210.8,1036.4,890.6,768.1,665.5,578.5,504.9,441.7,387.8,349.6,301.4,266.9,236.8,210.7,187.8,167.9,150.3,134.8,121.1,109.1,98.4,89,80.5,73.1,66.4,60.4,464.2,423.8,387.7,355,325.5,299,275,253.1,233.3,215.3,199,184,170.4,157.9,146.4,136.1,126.4,117.6,109.4,102,95.2,88.8,83,77.6,72.6,68
5400,5000,3332,2678,2149,14140,13210,10690,8775,8744.9,7052.6,5728.8,4694.5,3870.7,3204.6,2677.1,2244.4,1893.8,1607.5,1368.5,1171.4,1006.5,868.1,752.1,653.8,570.7,499.2,438.3,395.2,340.6,301.6,267.6,238.1,212.2,189.8,169.9,152.4,136.9,123.3,111.2,100.6,91,82.6,75.1,68.3,62.2,56.8,427.8,391.8,359.3,330.1,303.6,279.5,257.7,237.8,219.8,203.3,188.2,174.4,161.8,150.4,139.7,130,121,112.7,105.3,98.2,91.8,85.8,80.3,75.3
5961,5200,3672,2939,2371,1924,12340,11660,9436,9830.8,7928.4,6440.2,5277.4,4351.3,3602.5,3009.5,2523.1,2129,1807.1,1538.5,1316.8,1131.5,975.9,845.5,735,641.6,561.2,492.7,444.2,382.9,339.1,300.8,267.7,238.6,213.4,191,171.3,153.9,138.7,125,113.1,102.3,92.9,84.4,76.8,69.9,63.8,58.4,53.4,49,362.8,333.7,307.2,283.3,261.5,241.7,223.6,207,191.9,178,165.4,153.7,143.1,133.1,124.1,115.9,108.1,101.1,94.5,88.4,82.9
7036,5800,4383,3468,2745,2268,1801,11510,10900,10997.1,8869,7204.2,5903.5,4867.5,4029.9,3366.6,2822.4,2381.5,2021.5,1721,1473.1,1265.7,1091.7,945.8,822.2,717.7,627.7,551.1,496.9,428.3,379.3,336.5,299.5,266.9,238.7,213.7,191.6,172.1,155.1,139.8,126.5,114.4,103.9,94.4,85.9,78.2,71.4,65.3,59.8,54.8,50.3,46.3,336.4,310.2,286.4,264.7,244.9,226.8,210.2,195,181.3,168.5,156.8,145.9,136,127,118.6,110.9,103.6,97,90.9
7825,6200,4880,3752,2883,2537,1968,1586,10370,12245.5,9875.8,8022.1,6573.7,5420.1,4487.4,3748.8,3142.9,2651.9,2251,1916.4,1640.3,1409.4,1215.6,1053.2,915.5,799.1,699,613.7,553.4,476.9,422.4,374.7,333.5,297.2,265.8,237.9,213.4,191.7,172.7,155.7,140.8,127.4,115.7,105.1,95.6,87.1,79.5,72.7,66.6,61,56,51.5,47.4,43.7,40.3,288.8,267.2,247.5,229.4,212.8,197.9,183.9,171.2,159.3,148.5,138.7,129.5,121.1,113.2,106,99.3
8882,6800,5399,4277,3424,2788,2237,1816,1520,11605.2,9359.4,8895,7289.1,6009.9,4975.7,4156.7,3484.9,2940.5,2495.9,2124.9,1818.8,1562.8,1347.9,1167.8,1015.2,886.1,775.1,680.5,613.6,528.8,468.4,415.5,369.7,329.5,294.7,263.8,236.6,212.5,191.5,172.6,156.1,141.3,128.3,116.6,106,96.6,88.2,80.6,73.8,67.7,62.1,57.1,52.6,48.4,44.7,41.3,38.2,269.2,249.5,231.5,215.3,200.1,186.3,173.4,161.6,151,140.9,131.8,123.2,115.3,108.2
9617,7400,5861,4667,3756,3043,2450,1989,1629,1982.7,10337,8396.7,8050.4,6637.7,5495.4,4590.9,3848.9,3247.6,2756.6,2346.8,2008.8,1726.1,1488.7,1289.8,1121.2,978.7,856,751.6,677.7,584.1,517.3,458.9,408.4,364,325.5,291.4,261.3,234.8,211.5,190.6,172.5,156.1,141.7,128.7,117.1,106.7,97.4,89,81.5,74.7,68.6,63.1,58.1,53.5,49.4,45.6,42.2,39,36.2,33.5,233.4,216.9,202,188,175.3,163.8,152.9,143,133.7,125.2,117.4
10640,8200,6545,5216,4182,3385,2737,2232,1828,2175.2,1772.3,9239.7,7571.5,7304.1,6047.2,5051.8,4235.3,3573.7,3033.4,2582.5,2210.4,1899.4,1638.1,1419.3,1233.8,1076.9,942,827,745.7,642.7,569.2,505,449.4,400.5,358.2,320.6,287.6,258.3,232.7,209.8,189.8,171.7,155.9,141.7,128.8,117.4,107.1,98,89.7,82.2,75.5,69.4,63.9,58.9,54.3,50.2,46.4,42.9,39.8,36.9,34.3,31.8,218.4,203.3,189.6,177.1,165.4,154.7,144.6,135.4,127
11880,9200,7325,5838,4681,3788,3067,2506,2057,2380.8,1939.8,1591.4,8303.1,6846,6631.5,5539.9,4644.5,3919,3326.5,2832,2424,2082.9,1796.4,1556.4,1353,1181,1033,906.9,817.8,704.8,624.2,553.8,492.8,439.2,392.8,351.6,315.4,283.3,255.2,230,208.1,188.3,171,155.4,141.3,128.7,117.5,107.5,98.4,90.2,82.8,76.1,70.1,64.6,59.6,55,50.9,47.1,43.6,40.4,37.6,34.9,32.5,30.2,28.1,191,178.3,166.8,155.9,146,137
12960,10200,8036,6415,5146,4161,3373,2759,2261,2600,2118.5,1737.9,1437.7,7483.5,6195.7,6055.8,5077,4283.9,3636.2,3095.7,2649.7,2276.8,1963.7,1701.4,1479,1290.9,1129.2,991.4,893.9,770.5,682.3,605.3,538.7,480.1,429.4,384.3,344.7,309.7,279,251.4,227.5,205.9,186.9,169.8,154.4,140.7,128.4,117.5,107.5,98.6,90.5,83.2,76.6,70.6,65.1,60.1,55.6,51.5,47.7,44.2,41.1,38.1,35.5,33,30.8,28.7,26.8,25,167.7,157.1,147.4
14360,11000,8955,7173,5774,4671,3784,3101,2556,2833.4,2308.6,1894,1566.8,1303.8,4846.6,5640.7,5533,4668.7,3962.8,3373.7,2887.7,2481.3,2140.1,1854.2,1611.8,1406.9,1230.6,1080.4,974.2,839.7,743.6,659.7,587,523.2,467.9,418.8,375.7,337.5,304.1,274,247.9,224.4,203.7,185.1,168.3,153.4,140,128,117.2,107.4,98.6,90.7,83.5,76.9,71,65.5,60.6,56.1,52,48.2,44.8,41.6,38.7,36,33.5,31.3,29.2,27.3,25.5,23.8,158.1
15880,12500,9973,7989,6415,5191,4212,3452,2837,3081.6,2510.8,2059.8,1704,1418,1184.6,4400.1,5139.2,5073.6,4306.5,3666.3,3138.2,2696.5,2325.7,2015,1751.6,1528.9,1337.3,1174.1,1058.7,912.5,808.1,716.9,638,568.6,508.5,455.2,408.3,366.7,330.4,297.8,269.4,243.8,221.3,201.1,182.9,166.7,152.1,139.1,127.4,116.7,107.2,98.6,90.7,83.6,77.1,71.2,65.9,61,56.5,52.4,48.7,45.2,42,39.1,36.4,34,31.7,29.6,27.7,25.9,24.3
17020,13700,10730,8627,6978,5672,4610,3776,3105,3345.1,2725.5,2236,1849.7,1539.2,1285.8,1083.4,3998.2,4700,3989.4,3973.7,3401.3,2922.6,2520.7,2183.9,1898.5,1657.1,1449.4,1272.6,1147.5,989,875.9,777,691.4,616.3,551.1,493.3,442.5,397.5,358.1,322.8,292,264.3,239.9,218,198.2,180.6,164.9,150.8,138,126.5,116.2,106.8,98.3,90.6,83.6,77.2,71.4,66.1,61.2,56.7,52.7,49,45.6,42.4,39.5,36.8,34.4,32.1,30,28.1,26.3
18140,14500,11590,9361,7594,6170,5025,4130,3403,3624.5,2953.2,2422.7,2004.2,1667.8,1393.2,1173.9,992.5,844.2,4313,3671.8,3677.2,3159.7,2725.1,2361.1,2052.5,1791.5,1567,1375.8,1240.5,1069.2,946.9,840.1,747.5,666.3,595.9,533.4,478.4,429.7,387.2,348.9,315.7,285.7,259.3,235.7,214.3,195.3,178.2,163,149.2,136.8,125.6,115.5,106.3,97.9,90.4,83.5,77.2,71.4,66.2,61.4,57,52.9,49.3,45.8,42.7,39.8,37.2,34.7,32.4,30.4,28.4
19840,15800,12770,10320,8371,6821,5565,4579,3778,3920.5,3194.4,2620.6,2167.9,1804,1507,1269.8,1073.5,913.2,781.2,3960.3,3389.8,3407.9,2939.2,2546.6,2213.7,1932.2,1690.1,1483.9,1338,1153.2,1021.3,906.1,806.3,718.6,642.7,575.3,516,463.5,417.6,376.4,340.5,308.1,279.7,254.2,231.2,210.6,192.2,175.8,161,147.5,135.5,124.6,114.6,105.6,97.5,90,83.2,77.1,71.4,66.2,61.5,57.1,53.1,49.4,46,43,40.1,37.5,35,32.7,30.7
21210,17500,13670,11090,9024,7390,6035,4968,4108,4233.6,3449.5,2829.9,2341,1948,1627.4,1371.2,1159.3,986.1,843.6,723.7,2618.4,3134.5,3163,2740.5,2382.2,2079.3,1818.8,1596.9,1439.9,1241,1099.1,975,867.6,773.3,691.6,619.1,555.3,498.8,449.4,405,366.4,331.6,301,273.5,248.8,226.7,206.9,189.2,173.2,158.8,145.8,134,123.3,113.7,104.9,96.9,89.6,82.9,76.8,71.2,66.2,61.4,57.2,53.2,49.5,46.2,43.1,40.3,37.7,35.2,33
21870,18000,15140,12280,9968,8169,6676,5499,4548,4564.5,3719.1,3051.1,2524,2100.3,1754.6,1478.4,1249.9,1063.2,909.5,780.3,672.8,2416.1,2903.1,2515.3,2558.2,2232.9,1953.1,1714.8,1546.2,1332.7,1180.3,1047.1,931.7,830.4,742.7,664.8,596.3,535.6,482.6,434.9,393.5,356.1,323.2,293.7,267.1,243.4,222.1,203.2,186,170.5,156.6,143.9,132.5,122.1,112.6,104,96.2,89,82.5,76.5,71.1,66,61.4,57.1,53.2,49.7,46.3,43.3,40.4,37.8,35.5
22150,19000,15840,12900,10540,8655,7087,5848,4847,4913.9,4003.7,3284.6,2717.2,2261,1888.9,1591.5,1345.5,1144.6,979.1,840,724.3,626.9,2203.3,2660.7,2313.9,2364.1,2068.7,1817,1638.9,1413.2,1252.1,1111.2,989.2,881.9,789,706.5,633.9,569.6,513.4,462.8,418.9,379.2,344.3,313,284.7,259.5,236.9,216.7,198.5,182,167.1,153.7,141.5,130.4,120.4,111.2,102.9,95.2,88.2,81.8,76,70.6,65.7,61.1,57,53.2,49.6,46.4,43.3,40.6,38
22040,20000,16480,13420,11010,9047,7448,6173,5113,5282.3,4303.9,3530.8,2920.9,2430.6,2030.5,1710.9,1446.4,1230.4,1052.6,903,778.6,673.9,585.3,2040.5,2472.4,2159,2210.5,1941.6,1751.3,1510.3,1338.1,1187.6,1057.2,942.6,843.3,755.1,677.6,608.9,548.8,494.8,447.8,405.3,368.1,334.6,304.4,277.5,253.3,231.7,212.2,194.6,178.7,164.4,151.3,139.5,128.7,118.9,110,101.8,94.4,87.5,81.3,75.5,70.3,65.4,60.9,56.9,53.1,49.6,46.4,43.4,40.7
20630,22000,16860,14670,12040,9897,8130,6739,5606,5670.5,4620.2,3790.3,3135.6,2609.2,2179.7,1836.6,1552.7,1320.8,1129.9,969.3,835.9,723.4,628.3,548.1,1891.8,2301.7,2014.3,2070.1,1867.3,1610.4,1426.9,1266.4,1127.4,1005.3,899.4,805.4,722.7,649.5,585.4,527.8,477.7,432.4,392.7,357,324.8,296,270.3,247.3,226.4,207.7,190.7,175.4,161.5,148.8,137.4,126.9,117.4,108.7,100.7,93.4,86.8,80.6,75.1,69.8,65.1,60.8,56.7,53,49.5,46.3,43.4
21550,22000,17600,15730,12940,10660,8779,7277,6041,6079,4953.1,4063.4,3361.5,2797.2,2336.8,1968.9,1664.6,1416,1211.3,1039.2,896.1,775.6,673.6,587.6,514.2,451.8,1538.2,1882.5,1986.8,1713.6,1518.4,1347.7,1199.8,1069.9,957.3,857.3,769.3,691.4,623.2,561.9,508.6,460.4,418.1,380.1,345.9,315.3,287.8,263.3,241.2,221.2,203.2,186.9,172,158.6,146.4,135.2,125.1,115.8,107.3,99.5,92.5,85.9,80,74.4,69.4,64.8,60.4,56.5,52.8,49.4,46.3
22340,22000,18640,15810,13830,11410,9400,7810,6515,6508.7,5303.2,4350.6,3599.1,2994.9,2501.9,2108.1,1782.3,1516.1,1296.9,1112.6,959.4,830.4,721.2,629.2,550.6,483.7,425.8,1434.7,1803.2,1819.7,1612.6,1431.4,1274.5,1136.5,1017,910.8,817.4,734.6,662.2,597.1,540.5,489.4,444.4,404.1,367.6,335.2,306,280,256.4,235.2,216,198.7,182.9,168.6,155.7,143.8,133,123.2,114.2,105.9,98.4,91.4,85.1,79.2,73.8,68.9,64.3,60.1,56.2,52.6,49.3
25180,22000,16460,16490,13760,12100,10010,8328,6928,6960.2,5671.1,4652.5,3848.8,3202.7,2675.5,2254.3,1905.9,1621.2,1386.9,1189.8,1026,888,771.3,672.8,588.8,517.3,455.3,402.3,1371.8,1648.6,1461,1517.5,1351.2,1205.1,1078.4,965.9,866.9,779.2,702.4,633.4,573.4,519.2,471.5,428.7,390.1,355.7,324.7,297.1,272.2,249.6,229.3,210.9,194.2,179,165.3,152.7,141.3,130.8,121.2,112.5,104.5,97.1,90.4,84.1,78.4,73.2,68.3,63.9,59.7,55.9,52.4
26580,22000,17190,15720,14290,12710,10440,8722,7282,7434.3,6057.3,4969.3,4110.9,3420.8,2857.7,2407.9,2035.7,1731.6,1481.4,1270.8,1095.9,948.5,823.8,718.6,628.9,552.5,486.3,429.7,389.3,1252,1546,1372.6,1430.1,1275.5,1141.5,1022.5,917.8,825,743.8,670.8,607.2,549.9,499.4,454.2,413.3,376.8,344.1,314.9,288.4,264.5,243,223.6,205.8,189.8,175.2,161.9,149.8,138.7,128.6,119.2,110.9,103,95.9,89.2,83.1,77.6,72.5,67.7,63.3,59.3,55.6
30610,23000,18420,14850,14890,12460,11070,9199,7703,7931.6,6462.5,5301.7,4385.9,3649.6,3048.9,2568.9,2171.9,1847.5,1580.4,1355.9,1169.2,1011.9,878.9,766.7,671,589.5,518.9,458.4,415.4,360.6,1172.3,1450.1,1291.4,1347.8,1206.4,1080.7,970.1,872.1,786.3,709.2,642.1,581.5,528.2,480.3,437.1,398.6,364,333.1,305.1,279.9,257.2,236.6,217.8,200.9,185.4,171.4,158.6,146.9,136.1,126.3,117.4,109.1,101.5,94.5,88.1,82.2,76.8,71.8,67.1,62.8,58.9
